ACID,ENTITY_CRE_FLG,ACCT_CLS_FLG,ACCT_CLS_DATE,FREZ_CODE,TS_CNT
966667,Y,N,2022-08-25,C,45
966668,Y,N,2022-08-25,C,46
966669,Y,N,2022-08-25,C,47
966670,Y,N,2022-08-25,C,48
966671,Y,N,2022-08-25,C,49
966672,Y,N,2022-08-25,C,0
966673,Y,N,2022-08-25,C,1
966674,Y,N,2022-08-25,C,2
966675,Y,N,2022-08-25,C,3
966676,Y,N,2022-08-25,C,4
966677,Y,N,2022-08-25,C,5
966678,Y,N,2022-08-25,C,6
966679,Y,N,2022-08-25,C,7
966680,Y,N,2022-08-25,C,8
966681,Y,N,2022-08-25,C,9
966682,Y,N,2022-08-25,C,10
966683,Y,N,2022-08-25,C,11
966684,Y,N,2022-08-25,C,12
966685,Y,N,2022-08-25,C,13
966686,Y,N,2022-08-25,C,14
966687,Y,N,2022-08-25,C,15
966688,Y,N,2022-08-25,C,16
966689,Y,N,2022-08-25,C,17
966690,Y,N,2022-08-25,C,18
966691,Y,N,2022-08-25,C,19
966692,Y,N,2022-08-25,C,20
966693,Y,N,2022-08-25,C,21
966694,Y,N,2022-08-25,C,22
966695,Y,N,2022-08-25,C,23
966696,Y,N,2022-08-25,C,24
966697,Y,N,2022-08-25,C,25
966698,Y,N,2022-08-25,C,26
966699,Y,N,2022-08-25,C,27
966700,Y,N,2022-08-25,C,28
966701,Y,N,2022-08-25,C,29
966702,Y,N,2022-08-25,C,30
966703,Y,N,2022-08-25,C,31
966704,Y,N,2022-08-25,C,32
966705,Y,N,2022-08-25,C,33
966706,Y,N,2022-08-25,C,34
966707,Y,N,2022-08-25,C,35
966708,Y,N,2022-08-25,C,36
966709,Y,N,2022-08-25,C,37
966710,Y,N,2022-08-25,C,38
966711,Y,N,2022-08-25,C,39
966712,Y,N,2022-08-25,C,40
966713,Y,N,2022-08-25,C,41
966714,Y,N,2022-08-25,C,42
966715,Y,N,2022-08-25,C,43
966716,Y,N,2022-08-25,C,44
966717,Y,N,2022-08-25,C,45
966718,Y,N,2022-08-25,C,46
966719,Y,N,2022-08-25,C,47
966720,Y,N,2022-08-25,C,48
966721,Y,N,2022-08-25,C,49
966722,Y,N,2022-08-25,C,0
966723,Y,N,2022-08-25,C,1
966724,Y,N,2022-08-25,C,2
966725,Y,N,2022-08-25,C,3
966726,Y,N,2022-08-25,C,4
966727,Y,N,2022-08-25,C,5
966728,Y,N,2022-08-25,C,6
966729,Y,N,2022-08-25,C,7
966730,Y,N,2022-08-25,C,8
966731,Y,N,2022-08-25,C,9
966732,Y,N,2022-08-25,C,10
966733,Y,N,2022-08-25,C,11
966734,Y,N,2022-08-25,C,12
966735,Y,N,2022-08-25,C,13
966736,Y,N,2022-08-25,C,14
966737,Y,N,2022-08-25,C,15
966738,Y,N,2022-08-25,C,16
966739,Y,N,2022-08-25,C,17
966740,Y,N,2022-08-25,C,18
966741,Y,N,2022-08-25,C,19
966742,Y,N,2022-08-25,C,20
966743,Y,N,2022-08-25,C,21
966744,Y,N,2022-08-25,C,22
966745,Y,N,2022-08-25,C,23
966746,Y,N,2022-08-25,C,24
966747,Y,N,2022-08-25,C,25
966748,Y,N,2022-08-25,C,26
966749,Y,N,2022-08-25,C,27
966750,Y,N,2022-08-25,C,28
966751,Y,N,2022-08-25,C,29
966752,Y,N,2022-08-25,C,30
966753,Y,N,2022-08-25,C,31
966754,Y,N,2022-08-25,C,32
966755,Y,N,2022-08-25,C,33
966756,Y,N,2022-08-25,C,34
966757,Y,N,2022-08-25,C,35
966758,Y,N,2022-08-25,C,36
966759,Y,N,2022-08-25,C,37
966760,Y,N,2022-08-25,C,38
966761,Y,N,2022-08-25,C,39
966762,Y,N,2022-08-25,C,40
966763,Y,N,2022-08-25,C,41
966764,Y,N,2022-08-25,C,42
966765,Y,N,2022-08-25,C,43
966766,Y,N,2022-08-25,C,44
966767,Y,N,2022-08-25,C,45
966768,Y,N,2022-08-25,C,46
966769,Y,N,2022-08-25,C,47
966770,Y,N,2022-08-25,C,48
966771,Y,N,2022-08-25,C,49
966772,Y,N,2022-08-25,C,0
966773,Y,N,2022-08-25,C,1
966774,Y,N,2022-08-25,C,2
966775,Y,N,2022-08-25,C,3
966776,Y,N,2022-08-25,C,4
966777,Y,N,2022-08-25,C,5
966778,Y,N,2022-08-25,C,6
966779,Y,N,2022-08-25,C,7
966780,Y,N,2022-08-25,C,8
966781,Y,N,2022-08-25,C,9
966782,Y,N,2022-08-25,C,10
966783,Y,N,2022-08-25,C,11
966784,Y,N,2022-08-25,C,12
966785,Y,N,2022-08-25,C,13
966786,Y,N,2022-08-25,C,14
966787,Y,N,2022-08-25,C,15
966788,Y,N,2022-08-25,C,16
966789,Y,N,2022-08-25,C,17
966790,Y,N,2022-08-25,C,18
966791,Y,N,2022-08-25,C,19
966792,Y,N,2022-08-25,C,20
966793,Y,N,2022-08-25,C,21
966794,Y,N,2022-08-25,C,22
966795,Y,N,2022-08-25,C,23
966796,Y,N,2022-08-25,C,24
966797,Y,N,2022-08-25,C,25
966798,Y,N,2022-08-25,C,26
966799,Y,N,2022-08-25,C,27
966800,Y,N,2022-08-25,C,28
966801,Y,N,2022-08-25,C,29
966802,Y,N,2022-08-25,C,30
966803,Y,N,2022-08-25,C,31
966804,Y,N,2022-08-25,C,32
966805,Y,N,2022-08-25,C,33
966806,Y,N,2022-08-25,C,34
966807,Y,N,2022-08-25,C,35
966808,Y,N,2022-08-25,C,36
966809,Y,N,2022-08-25,C,37
966810,Y,N,2022-08-25,C,38
966811,Y,N,2022-08-25,C,39
966812,Y,N,2022-08-25,C,40
966813,Y,N,2022-08-25,C,41
966814,Y,N,2022-08-25,C,42
966815,Y,N,2022-08-25,C,43
966816,Y,N,2022-08-25,C,44
966817,Y,N,2022-08-25,C,45
966818,Y,N,2022-08-25,C,46
966819,Y,N,2022-08-25,C,47
966820,Y,N,2022-08-25,C,48
966821,Y,N,2022-08-25,C,49
966822,Y,N,2022-08-25,C,0
966823,Y,N,2022-08-25,C,1
966824,Y,N,2022-08-25,C,2
966825,Y,N,2022-08-25,C,3
966826,Y,N,2022-08-25,C,4
966827,Y,N,2022-08-25,C,5
966828,Y,N,2022-08-25,C,6
966829,Y,N,2022-08-25,C,7
966830,Y,N,2022-08-25,C,8
966831,Y,N,2022-08-25,C,9
966832,Y,N,2022-08-25,C,10
966833,Y,N,2022-08-25,C,11
966834,Y,N,2022-08-25,C,12
966835,Y,N,2022-08-25,C,13
966836,Y,N,2022-08-25,C,14
966837,Y,N,2022-08-25,C,15
966838,Y,N,2022-08-25,C,16
966839,Y,N,2022-08-25,C,17
966840,Y,N,2022-08-25,C,18
966841,Y,N,2022-08-25,C,19
966842,Y,N,2022-08-25,C,20
966843,Y,N,2022-08-25,C,21
966844,Y,N,2022-08-25,C,22
966845,Y,N,2022-08-25,C,23
966846,Y,N,2022-08-25,C,24
966847,Y,N,2022-08-25,C,25
966848,Y,N,2022-08-25,C,26
966849,Y,N,2022-08-25,C,27
966850,Y,N,2022-08-25,C,28
966851,Y,N,2022-08-25,C,29
966852,Y,N,2022-08-25,C,30
966853,Y,N,2022-08-25,C,31
966854,Y,N,2022-08-25,C,32
966855,Y,N,2022-08-25,C,33
966856,Y,N,2022-08-25,C,34
966857,Y,N,2022-08-25,C,35
966858,Y,N,2022-08-25,C,36
966859,Y,N,2022-08-25,C,37
966860,Y,N,2022-08-25,C,38
966861,Y,N,2022-08-25,C,39
966862,Y,N,2022-08-25,C,40
966863,Y,N,2022-08-25,C,41
966864,Y,N,2022-08-25,C,42
966865,Y,N,2022-08-25,C,43
966866,Y,N,2022-08-25,C,44
966867,Y,N,2022-08-25,C,45
966868,Y,N,2022-08-25,C,46
966869,Y,N,2022-08-25,C,47
966870,Y,N,2022-08-25,C,48
966871,Y,N,2022-08-25,C,49
966872,Y,N,2022-08-25,C,0
966873,Y,N,2022-08-25,C,1
966874,Y,N,2022-08-25,C,2
966875,Y,N,2022-08-25,C,3
966876,Y,N,2022-08-25,C,4
966877,Y,N,2022-08-25,C,5
966878,Y,N,2022-08-25,C,6
966879,Y,N,2022-08-25,C,7
966880,Y,N,2022-08-25,C,8
966881,Y,N,2022-08-25,C,9
966882,Y,N,2022-08-25,C,10
966883,Y,N,2022-08-25,C,11
966884,Y,N,2022-08-25,C,12
966885,Y,N,2022-08-25,C,13
966886,Y,N,2022-08-25,C,14
966887,Y,N,2022-08-25,C,15
966888,Y,N,2022-08-25,C,16
966889,Y,N,2022-08-25,C,17
966890,Y,N,2022-08-25,C,18
966891,Y,N,2022-08-25,C,19
966892,Y,N,2022-08-25,C,20
966893,Y,N,2022-08-25,C,21
966894,Y,N,2022-08-25,C,22
966895,Y,N,2022-08-25,C,23
966896,Y,N,2022-08-25,C,24
966897,Y,N,2022-08-25,C,25
966898,Y,N,2022-08-25,C,26
966899,Y,N,2022-08-25,C,27
966900,Y,N,2022-08-25,C,28
966901,Y,N,2022-08-25,C,29
966902,Y,N,2022-08-25,C,30
966903,Y,N,2022-08-25,C,31
966904,Y,N,2022-08-25,C,32
966905,Y,N,2022-08-25,C,33
966906,Y,N,2022-08-25,C,34
966907,Y,N,2022-08-25,C,35
966908,Y,N,2022-08-25,C,36
966909,Y,N,2022-08-25,C,37
966910,Y,N,2022-08-25,C,38
966911,Y,N,2022-08-25,C,39
966912,Y,N,2022-08-25,C,40
966913,Y,N,2022-08-25,C,41
966914,Y,N,2022-08-25,C,42
966915,Y,N,2022-08-25,C,43
966916,Y,N,2022-08-25,C,44
966917,Y,N,2022-08-25,C,45
966918,Y,N,2022-08-25,C,46
966919,Y,N,2022-08-25,C,47
966920,Y,N,2022-08-25,C,48
966921,Y,N,2022-08-25,C,49
966922,Y,N,2022-08-25,C,0
966923,Y,N,2022-08-25,C,1
966924,Y,N,2022-08-25,C,2
966925,Y,N,2022-08-25,C,3
966926,Y,N,2022-08-25,C,4
966927,Y,N,2022-08-25,C,5
966928,Y,N,2022-08-25,C,6
966929,Y,N,2022-08-25,C,7
966930,Y,N,2022-08-25,C,8
966931,Y,N,2022-08-25,C,9
966932,Y,N,2022-08-25,C,10
966933,Y,N,2022-08-25,C,11
966934,Y,N,2022-08-25,C,12
966935,Y,N,2022-08-25,C,13
966936,Y,N,2022-08-25,C,14
966937,Y,N,2022-08-25,C,15
966938,Y,N,2022-08-25,C,16
966939,Y,N,2022-08-25,C,17
966940,Y,N,2022-08-25,C,18
966941,Y,N,2022-08-25,C,19
966942,Y,N,2022-08-25,C,20
966943,Y,N,2022-08-25,C,21
966944,Y,N,2022-08-25,C,22
966945,Y,N,2022-08-25,C,23
966946,Y,N,2022-08-25,C,24
966947,Y,N,2022-08-25,C,25
966948,Y,N,2022-08-25,C,26
966949,Y,N,2022-08-25,C,27
966950,Y,N,2022-08-25,C,28
966951,Y,N,2022-08-25,C,29
966952,Y,N,2022-08-25,C,30
966953,Y,N,2022-08-25,C,31
966954,Y,N,2022-08-25,C,32
966955,Y,N,2022-08-25,C,33
966956,Y,N,2022-08-25,C,34
966957,Y,N,2022-08-25,C,35
966958,Y,N,2022-08-25,C,36
966959,Y,N,2022-08-25,C,37
966960,Y,N,2022-08-25,C,38
966961,Y,N,2022-08-25,C,39
966962,Y,N,2022-08-25,C,40
966963,Y,N,2022-08-25,C,41
966964,Y,N,2022-08-25,C,42
966965,Y,N,2022-08-25,C,43
966966,Y,N,2022-08-25,C,44
966967,Y,N,2022-08-25,C,45
966968,Y,N,2022-08-25,C,46
966969,Y,N,2022-08-25,C,47
966970,Y,N,2022-08-25,C,48
966971,Y,N,2022-08-25,C,49
966972,Y,N,2022-08-25,C,0
966973,Y,N,2022-08-25,C,1
966974,Y,N,2022-08-25,C,2
966975,Y,N,2022-08-25,C,3
966976,Y,N,2022-08-25,C,4
966977,Y,N,2022-08-25,C,5
966978,Y,N,2022-08-25,C,6
966979,Y,N,2022-08-25,C,7
966980,Y,N,2022-08-25,C,8
966981,Y,N,2022-08-25,C,9
966982,Y,N,2022-08-25,C,10
966983,Y,N,2022-08-25,C,11
966984,Y,N,2022-08-25,C,12
966985,Y,N,2022-08-25,C,13
966986,Y,N,2022-08-25,C,14
966987,Y,N,2022-08-25,C,15
966988,Y,N,2022-08-25,C,16
966989,Y,N,2022-08-25,C,17
966990,Y,N,2022-08-25,C,18
966991,Y,N,2022-08-25,C,19
966992,Y,N,2022-08-25,C,20
966993,Y,N,2022-08-25,C,21
966994,Y,N,2022-08-25,C,22
966995,Y,N,2022-08-25,C,23
966996,Y,N,2022-08-25,C,24
966997,Y,N,2022-08-25,C,25
966998,Y,N,2022-08-25,C,26
966999,Y,N,2022-08-25,C,27
967000,Y,N,2022-08-25,C,28
967001,Y,N,2022-08-25,C,29
967002,Y,N,2022-08-25,C,30
967003,Y,N,2022-08-25,C,31
967004,Y,N,2022-08-25,C,32
967005,Y,N,2022-08-25,C,33
967006,Y,N,2022-08-25,C,34
967007,Y,N,2022-08-25,C,35
967008,Y,N,2022-08-25,C,36
967009,Y,N,2022-08-25,C,37
967010,Y,N,2022-08-25,C,38
967011,Y,N,2022-08-25,C,39
967012,Y,N,2022-08-25,C,40
967013,Y,N,2022-08-25,C,41
967014,Y,N,2022-08-25,C,42
967015,Y,N,2022-08-25,C,43
967016,Y,N,2022-08-25,C,44
967017,Y,N,2022-08-25,C,45
967018,Y,N,2022-08-25,C,46
967019,Y,N,2022-08-25,C,47
967020,Y,N,2022-08-25,C,48
967021,Y,N,2022-08-25,C,49
967022,Y,N,2022-08-25,C,0
967023,Y,N,2022-08-25,C,1
967024,Y,N,2022-08-25,C,2
967025,Y,N,2022-08-25,C,3
967026,Y,N,2022-08-25,C,4
967027,Y,N,2022-08-25,C,5
967028,Y,N,2022-08-25,C,6
967029,Y,N,2022-08-25,C,7
967030,Y,N,2022-08-25,C,8
967031,Y,N,2022-08-25,C,9
967032,Y,N,2022-08-25,C,10
967033,Y,N,2022-08-25,C,11
967034,Y,N,2022-08-25,C,12
967035,Y,N,2022-08-25,C,13
967036,Y,N,2022-08-25,C,14
967037,Y,N,2022-08-25,C,15
967038,Y,N,2022-08-25,C,16
967039,Y,N,2022-08-25,C,17
967040,Y,N,2022-08-25,C,18
967041,Y,N,2022-08-25,C,19
967042,Y,N,2022-08-25,C,20
967043,Y,N,2022-08-25,C,21
967044,Y,N,2022-08-25,C,22
967045,Y,N,2022-08-25,C,23
967046,Y,N,2022-08-25,C,24
967047,Y,N,2022-08-25,C,25
967048,Y,N,2022-08-25,C,26
967049,Y,N,2022-08-25,C,27
967050,Y,N,2022-08-25,C,28
967051,Y,N,2022-08-25,C,29
967052,Y,N,2022-08-25,C,30
967053,Y,N,2022-08-25,C,31
967054,Y,N,2022-08-25,C,32
967055,Y,N,2022-08-25,C,33
967056,Y,N,2022-08-25,C,34
967057,Y,N,2022-08-25,C,35
967058,Y,N,2022-08-25,C,36
967059,Y,N,2022-08-25,C,37
967060,Y,N,2022-08-25,C,38
967061,Y,N,2022-08-25,C,39
967062,Y,N,2022-08-25,C,40
967063,Y,N,2022-08-25,C,41
967064,Y,N,2022-08-25,C,42
967065,Y,N,2022-08-25,C,43
967066,Y,N,2022-08-25,C,44
967067,Y,N,2022-08-25,C,45
967068,Y,N,2022-08-25,C,46
967069,Y,N,2022-08-25,C,47
967070,Y,N,2022-08-25,C,48
967071,Y,N,2022-08-25,C,49
967072,Y,N,2022-08-25,C,0
967073,Y,N,2022-08-25,C,1
967074,Y,N,2022-08-25,C,2
967075,Y,N,2022-08-25,C,3
967076,Y,N,2022-08-25,C,4
967077,Y,N,2022-08-25,C,5
967078,Y,N,2022-08-25,C,6
967079,Y,N,2022-08-25,C,7
967080,Y,N,2022-08-25,C,8
967081,Y,N,2022-08-25,C,9
967082,Y,N,2022-08-25,C,10
967083,Y,N,2022-08-25,C,11
967084,Y,N,2022-08-25,C,12
967085,Y,N,2022-08-25,C,13
967086,Y,N,2022-08-25,C,14
967087,Y,N,2022-08-25,C,15
967088,Y,N,2022-08-25,C,16
967089,Y,N,2022-08-25,C,17
967090,Y,N,2022-08-25,C,18
967091,Y,N,2022-08-25,C,19
967092,Y,N,2022-08-25,C,20
967093,Y,N,2022-08-25,C,21
967094,Y,N,2022-08-25,C,22
967095,Y,N,2022-08-25,C,23
967096,Y,N,2022-08-25,C,24
967097,Y,N,2022-08-25,C,25
967098,Y,N,2022-08-25,C,26
967099,Y,N,2022-08-25,C,27
967100,Y,N,2022-08-25,C,28
967101,Y,N,2022-08-25,C,29
967102,Y,N,2022-08-25,C,30
967103,Y,N,2022-08-25,C,31
967104,Y,N,2022-08-25,C,32
967105,Y,N,2022-08-25,C,33
967106,Y,N,2022-08-25,C,34
967107,Y,N,2022-08-25,C,35
967108,Y,N,2022-08-25,C,36
967109,Y,N,2022-08-25,C,37
967110,Y,N,2022-08-25,C,38
967111,Y,N,2022-08-25,C,39
967112,Y,N,2022-08-25,C,40
967113,Y,N,2022-08-25,C,41
967114,Y,N,2022-08-25,C,42
967115,Y,N,2022-08-25,C,43
967116,Y,N,2022-08-25,C,44
967117,Y,N,2022-08-25,C,45
967118,Y,N,2022-08-25,C,46
967119,Y,N,2022-08-25,C,47
967120,Y,N,2022-08-25,C,48
967121,Y,N,2022-08-25,C,49
967122,Y,N,2022-08-25,C,0
967123,Y,N,2022-08-25,C,1
967124,Y,N,2022-08-25,C,2
967125,Y,N,2022-08-25,C,3
967126,Y,N,2022-08-25,C,4
967127,Y,N,2022-08-25,C,5
967128,Y,N,2022-08-25,C,6
967129,Y,N,2022-08-25,C,7
967130,Y,N,2022-08-25,C,8
967131,Y,N,2022-08-25,C,9
967132,Y,N,2022-08-25,C,10
967133,Y,N,2022-08-25,C,11
967134,Y,N,2022-08-25,C,12
967135,Y,N,2022-08-25,C,13
967136,Y,N,2022-08-25,C,14
967137,Y,N,2022-08-25,C,15
967138,Y,N,2022-08-25,C,16
967139,Y,N,2022-08-25,C,17
967140,Y,N,2022-08-25,C,18
967141,Y,N,2022-08-25,C,19
967142,Y,N,2022-08-25,C,20
967143,Y,N,2022-08-25,C,21
967144,Y,N,2022-08-25,C,22
967145,Y,N,2022-08-25,C,23
967146,Y,N,2022-08-25,C,24
967147,Y,N,2022-08-25,C,25
967148,Y,N,2022-08-25,C,26
967149,Y,N,2022-08-25,C,27
967150,Y,N,2022-08-25,C,28
967151,Y,N,2022-08-25,C,29
967152,Y,N,2022-08-25,C,30
967153,Y,N,2022-08-25,C,31
967154,Y,N,2022-08-25,C,32
967155,Y,N,2022-08-25,C,33
967156,Y,N,2022-08-25,C,34
967157,Y,N,2022-08-25,C,35
967158,Y,N,2022-08-25,C,36
967159,Y,N,2022-08-25,C,37
967160,Y,N,2022-08-25,C,38
967161,Y,N,2022-08-25,C,39
967162,Y,N,2022-08-25,C,40
967163,Y,N,2022-08-25,C,41
967164,Y,N,2022-08-25,C,42
967165,Y,N,2022-08-25,C,43
967166,Y,N,2022-08-25,C,44
967167,Y,N,2022-08-25,C,45
967168,Y,N,2022-08-25,C,46
967169,Y,N,2022-08-25,C,47
967170,Y,N,2022-08-25,C,48
967171,Y,N,2022-08-25,C,49
967172,Y,N,2022-08-25,C,0
967173,Y,N,2022-08-25,C,1
967174,Y,N,2022-08-25,C,2
967175,Y,N,2022-08-25,C,3
967176,Y,N,2022-08-25,C,4
967177,Y,N,2022-08-25,C,5
967178,Y,N,2022-08-25,C,6
967179,Y,N,2022-08-25,C,7
967180,Y,N,2022-08-25,C,8
967181,Y,N,2022-08-25,C,9
967182,Y,N,2022-08-25,C,10
967183,Y,N,2022-08-25,C,11
967184,Y,N,2022-08-25,C,12
967185,Y,N,2022-08-25,C,13
967186,Y,N,2022-08-25,C,14
967187,Y,N,2022-08-25,C,15
967188,Y,N,2022-08-25,C,16
967189,Y,N,2022-08-25,C,17
967190,Y,N,2022-08-25,C,18
967191,Y,N,2022-08-25,C,19
967192,Y,N,2022-08-25,C,20
967193,Y,N,2022-08-25,C,21
967194,Y,N,2022-08-25,C,22
967195,Y,N,2022-08-25,C,23
967196,Y,N,2022-08-25,C,24
967197,Y,N,2022-08-25,C,25
967198,Y,N,2022-08-25,C,26
967199,Y,N,2022-08-25,C,27
967200,Y,N,2022-08-25,C,28
967201,Y,N,2022-08-25,C,29
967202,Y,N,2022-08-25,C,30
967203,Y,N,2022-08-25,C,31
967204,Y,N,2022-08-25,C,32
967205,Y,N,2022-08-25,C,33
967206,Y,N,2022-08-25,C,34
967207,Y,N,2022-08-25,C,35
967208,Y,N,2022-08-25,C,36
967209,Y,N,2022-08-25,C,37
967210,Y,N,2022-08-25,C,38
967211,Y,N,2022-08-25,C,39
967212,Y,N,2022-08-25,C,40
967213,Y,N,2022-08-25,C,41
967214,Y,N,2022-08-25,C,42
967215,Y,N,2022-08-25,C,43
967216,Y,N,2022-08-25,C,44
967217,Y,N,2022-08-25,C,45
967218,Y,N,2022-08-25,C,46
967219,Y,N,2022-08-25,C,47
967220,Y,N,2022-08-25,C,48
967221,Y,N,2022-08-25,C,49
967222,Y,N,2022-08-25,C,0
967223,Y,N,2022-08-25,C,1
967224,Y,N,2022-08-25,C,2
967225,Y,N,2022-08-25,C,3
967226,Y,N,2022-08-25,C,4
967227,Y,N,2022-08-25,C,5
967228,Y,N,2022-08-25,C,6
967229,Y,N,2022-08-25,C,7
967230,Y,N,2022-08-25,C,8
967231,Y,N,2022-08-25,C,9
967232,Y,N,2022-08-25,C,10
967233,Y,N,2022-08-25,C,11
967234,Y,N,2022-08-25,C,12
967235,Y,N,2022-08-25,C,13
967236,Y,N,2022-08-25,C,14
967237,Y,N,2022-08-25,C,15
967238,Y,N,2022-08-25,C,16
967239,Y,N,2022-08-25,C,17
967240,Y,N,2022-08-25,C,18
967241,Y,N,2022-08-25,C,19
967242,Y,N,2022-08-25,C,20
967243,Y,N,2022-08-25,C,21
967244,Y,N,2022-08-25,C,22
967245,Y,N,2022-08-25,C,23
967246,Y,N,2022-08-25,C,24
967247,Y,N,2022-08-25,C,25
967248,Y,N,2022-08-25,C,26
967249,Y,N,2022-08-25,C,27
967250,Y,N,2022-08-25,C,28
967251,Y,N,2022-08-25,C,29
967252,Y,N,2022-08-25,C,30
967253,Y,N,2022-08-25,C,31
967254,Y,N,2022-08-25,C,32
967255,Y,N,2022-08-25,C,33
967256,Y,N,2022-08-25,C,34
967257,Y,N,2022-08-25,C,35
967258,Y,N,2022-08-25,C,36
967259,Y,N,2022-08-25,C,37
967260,Y,N,2022-08-25,C,38
967261,Y,N,2022-08-25,C,39
967262,Y,N,2022-08-25,C,40
967263,Y,N,2022-08-25,C,41
967264,Y,N,2022-08-25,C,42
967265,Y,N,2022-08-25,C,43
967266,Y,N,2022-08-25,C,44
967267,Y,N,2022-08-25,C,45
967268,Y,N,2022-08-25,C,46
967269,Y,N,2022-08-25,C,47
967270,Y,N,2022-08-25,C,48
967271,Y,N,2022-08-25,C,49
967272,Y,N,2022-08-25,C,0
967273,Y,N,2022-08-25,C,1
967274,Y,N,2022-08-25,C,2
967275,Y,N,2022-08-25,C,3
967276,Y,N,2022-08-25,C,4
967277,Y,N,2022-08-25,C,5
967278,Y,N,2022-08-25,C,6
967279,Y,N,2022-08-25,C,7
967280,Y,N,2022-08-25,C,8
967281,Y,N,2022-08-25,C,9
967282,Y,N,2022-08-25,C,10
967283,Y,N,2022-08-25,C,11
967284,Y,N,2022-08-25,C,12
967285,Y,N,2022-08-25,C,13
967286,Y,N,2022-08-25,C,14
967287,Y,N,2022-08-25,C,15
967288,Y,N,2022-08-25,C,16
967289,Y,N,2022-08-25,C,17
967290,Y,N,2022-08-25,C,18
967291,Y,N,2022-08-25,C,19
967292,Y,N,2022-08-25,C,20
967293,Y,N,2022-08-25,C,21
967294,Y,N,2022-08-25,C,22
967295,Y,N,2022-08-25,C,23
967296,Y,N,2022-08-25,C,24
967297,Y,N,2022-08-25,C,25
967298,Y,N,2022-08-25,C,26
967299,Y,N,2022-08-25,C,27
967300,Y,N,2022-08-25,C,28
967301,Y,N,2022-08-25,C,29
967302,Y,N,2022-08-25,C,30
967303,Y,N,2022-08-25,C,31
967304,Y,N,2022-08-25,C,32
967305,Y,N,2022-08-25,C,33
967306,Y,N,2022-08-25,C,34
967307,Y,N,2022-08-25,C,35
967308,Y,N,2022-08-25,C,36
967309,Y,N,2022-08-25,C,37
967310,Y,N,2022-08-25,C,38
967311,Y,N,2022-08-25,C,39
967312,Y,N,2022-08-25,C,40
967313,Y,N,2022-08-25,C,41
967314,Y,N,2022-08-25,C,42
967315,Y,N,2022-08-25,C,43
967316,Y,N,2022-08-25,C,44
967317,Y,N,2022-08-25,C,45
967318,Y,N,2022-08-25,C,46
967319,Y,N,2022-08-25,C,47
967320,Y,N,2022-08-25,C,48
967321,Y,N,2022-08-25,C,49
967322,Y,N,2022-08-25,C,0
967323,Y,N,2022-08-25,C,1
967324,Y,N,2022-08-25,C,2
967325,Y,N,2022-08-25,C,3
967326,Y,N,2022-08-25,C,4
967327,Y,N,2022-08-25,C,5
967328,Y,N,2022-08-25,C,6
967329,Y,N,2022-08-25,C,7
967330,Y,N,2022-08-25,C,8
967331,Y,N,2022-08-25,C,9
967332,Y,N,2022-08-25,C,10
967333,Y,N,2022-08-25,C,11
967334,Y,N,2022-08-25,C,12
967335,Y,N,2022-08-25,C,13
967336,Y,N,2022-08-25,C,14
967337,Y,N,2022-08-25,C,15
967338,Y,N,2022-08-25,C,16
967339,Y,N,2022-08-25,C,17
967340,Y,N,2022-08-25,C,18
967341,Y,N,2022-08-25,C,19
967342,Y,N,2022-08-25,C,20
967343,Y,N,2022-08-25,C,21
967344,Y,N,2022-08-25,C,22
967345,Y,N,2022-08-25,C,23
967346,Y,N,2022-08-25,C,24
967347,Y,N,2022-08-25,C,25
967348,Y,N,2022-08-25,C,26
967349,Y,N,2022-08-25,C,27
967350,Y,N,2022-08-25,C,28
967351,Y,N,2022-08-25,C,29
967352,Y,N,2022-08-25,C,30
967353,Y,N,2022-08-25,C,31
967354,Y,N,2022-08-25,C,32
967355,Y,N,2022-08-25,C,33
967356,Y,N,2022-08-25,C,34
967357,Y,N,2022-08-25,C,35
967358,Y,N,2022-08-25,C,36
967359,Y,N,2022-08-25,C,37
967360,Y,N,2022-08-25,C,38
967361,Y,N,2022-08-25,C,39
967362,Y,N,2022-08-25,C,40
967363,Y,N,2022-08-25,C,41
967364,Y,N,2022-08-25,C,42
967365,Y,N,2022-08-25,C,43
967366,Y,N,2022-08-25,C,44
967367,Y,N,2022-08-25,C,45
967368,Y,N,2022-08-25,C,46
967369,Y,N,2022-08-25,C,47
967370,Y,N,2022-08-25,C,48
967371,Y,N,2022-08-25,C,49
967372,Y,N,2022-08-25,C,0
967373,Y,N,2022-08-25,C,1
967374,Y,N,2022-08-25,C,2
967375,Y,N,2022-08-25,C,3
967376,Y,N,2022-08-25,C,4
967377,Y,N,2022-08-25,C,5
967378,Y,N,2022-08-25,C,6
967379,Y,N,2022-08-25,C,7
967380,Y,N,2022-08-25,C,8
967381,Y,N,2022-08-25,C,9
967382,Y,N,2022-08-25,C,10
967383,Y,N,2022-08-25,C,11
967384,Y,N,2022-08-25,C,12
967385,Y,N,2022-08-25,C,13
967386,Y,N,2022-08-25,C,14
967387,Y,N,2022-08-25,C,15
967388,Y,N,2022-08-25,C,16
967389,Y,N,2022-08-25,C,17
967390,Y,N,2022-08-25,C,18
967391,Y,N,2022-08-25,C,19
967392,Y,N,2022-08-25,C,20
967393,Y,N,2022-08-25,C,21
967394,Y,N,2022-08-25,C,22
967395,Y,N,2022-08-25,C,23
967396,Y,N,2022-08-25,C,24
967397,Y,N,2022-08-25,C,25
967398,Y,N,2022-08-25,C,26
967399,Y,N,2022-08-25,C,27
